shape_id,block_ids,trip_ids
510017,"[352706, 352727, 352726, 352707, 354167, 352729]","[3438077, 3438079, 3438131, 3438132, 3438133, 3438134, 3438135, 3438136, 3438137, 3438138, 3438139, 3438140, 3438141, 3438142, 3438143, 3438144, 3438145, 3438146, 3438147, 3438149, 3438151, 3438152, 3438154, 3438181, 3438186]"
510022,[352706],[3438078]
510011,"[352729, 352707, 354167, 352706, 352727, 352726]","[3438080, 3438081, 3438082, 3438083, 3438084, 3438085, 3438086, 3438087, 3438088, 3438089, 3438090, 3438091, 3438092, 3438093, 3438094, 3438095, 3438096, 3438097, 3438098, 3438099, 3438100, 3438101, 3438102, 3438103, 3438179, 3438183]"
510023,"[352729, 352726]","[3438104, 3438185]"
510010,"[352727, 352726, 352706]","[3438105, 3438106, 3438107, 3438108, 3438109, 3438110, 3438111, 3438112, 3438113, 3438114, 3438115, 3438116, 3438117, 3438118, 3438119, 3438120, 3438121, 3438122, 3438123, 3438124, 3438125, 3438126, 3438127, 3438128, 3438129, 3438180, 3438184]"
510014,"[352726, 352727, 352706]","[3438130, 3438148, 3438150, 3438155, 3438156, 3438157, 3438158, 3438159, 3438160, 3438161, 3438162, 3438163, 3438164, 3438165, 3438166, 3438167, 3438168, 3438169, 3438170, 3438171, 3438172, 3438173, 3438174, 3438175, 3438176, 3438177, 3438187]"
510018,"[352707, 352729, 354167]","[3438153, 3438178, 3438189]"
510021,[352727],[3438182]
510015,[354167],[3438188]
530004,"[352742, 352735, 352738]","[3438018, 3438019, 3438020, 3438021, 3438022, 3438023, 3438024, 3438025, 3438026, 3438027, 3438028, 3438029, 3438030, 3438031, 3438032, 3438033, 3438034, 3438035, 3438036, 3438037, 3438038, 3438039, 3438040, 3438041, 3438042, 3438043, 3438044, 3438045, 3438046]"
530005,"[352736, 352737]","[3438047, 3438048, 3438049, 3438050, 3438051, 3438052, 3438053, 3438054, 3438055, 3438056, 3438057, 3438058, 3438059, 3438060, 3438061, 3438062, 3438063, 3438064, 3438065, 3438066, 3438067, 3438068, 3438069, 3438070, 3438071, 3438072, 3438073, 3438074, 3438075, 3438076]"
550003,"[352750, 352739, 352743, 352751, 352734]","[3435080, 3435081, 3435082, 3435083, 3435084, 3435085, 3435086, 3435087, 3435088, 3435089, 3435090, 3435091, 3435109, 3435110, 3435111, 3435112, 3435113]"
